pl_name,pl_rade,pl_bmasse,pl_orbsmax,pl_orbper,pl_insol,pl_eqt,pl_orbeccen,st_teff,st_rad,st_mass
Kepler-1366 b,1.43,2.63,0.0273,2.164570968,134.981,783.0,0.0,4070.0,0.6,0.62
Kepler-1367 b,0.92,0.721,0.0236,1.574090272,225.233,998.0,0.0,4106.0,0.6,0.62
Kepler-1368 b,1.65,3.36,0.0153,0.675649486,4849.257,2085.0,0.0,5906.0,1.08,1.07
Kepler-1369 b,2.69,7.7,0.1741,25.873148,37.158,667.0,0.0,5761.0,0.99,0.99
Kepler-137 b,1.47,2.76,0.077,8.436387,86.33,742.0,0.0,5187.0,0.802,0.85
Kepler-137 c,1.88,4.19,0.13,18.735753,29.775,568.0,0.0,5187.0,0.802,0.85
Kepler-1370 b,1.84,4.04,0.15763,20.2641684,132.587,770.0,0.0,6202.0,1.29,1.19
Kepler-1370 c,1.27,2.15,0.08084,7.44142113,503.722,1075.0,0.0,6202.0,1.29,1.19
Kepler-1371 b,0.73,0.315,0.04214,3.4462039,414.765,1015.0,0.0,5361.0,0.83,0.87
Kepler-1371 c,0.64,0.196,0.02937,2.00541269,853.269,1216.0,0.0,5361.0,0.83,0.87
Kepler-1372 b,1.27,2.15,0.024,1.311555568,2176.358,1655.0,0.0,5677.0,0.97,0.98
Kepler-1373 b,1.16,1.65,0.02598,1.29123275,8385.9,1887.0,0.0,6299.0,1.33,1.22
Kepler-1374 b,2.29,5.86,0.0918,10.65276707,59.789,737.0,0.0,5323.0,0.81,0.85
Kepler-1375 b,1.74,3.68,0.0471,3.3004192,2948.362,1543.0,0.0,6704.0,1.78,1.47
Kepler-1376 b,1.05,1.16,0.0598,5.30880656,278.902,1042.0,0.0,5659.0,0.97,0.98
Kepler-1377 b,1.25,2.1,0.0153,0.740928422,2909.21,1873.0,0.0,5218.0,0.82,0.86
Kepler-1378 b,2.2,5.48,0.0885,11.95398936,14.867,525.0,0.0,4407.0,0.67,0.7
Kepler-1379 b,1.3,2.24,0.0171,0.881841146,1600.049,1564.0,0.0,5188.0,0.79,0.83
Kepler-138 b,0.64,0.07,0.0753,10.3134,9.9,452.0,0.02,3841.0,0.535,0.535
Kepler-138 c,1.51,2.3,0.0913,13.7815,6.8,410.0,0.017,3841.0,0.535,0.535
Kepler-138 d,1.51,2.1,0.1288,23.0923,3.4,345.0,0.01,3841.0,0.535,0.535
Kepler-138 e,0.797,0.43,0.1803,38.23,1.73,292.0,0.112,3841.0,0.535,0.535
Kepler-1380 b,1.43,2.63,0.0917,10.3108245,90.1,786.0,0.0,5570.0,0.94,0.96
Kepler-1381 b,2.25,5.69,0.1728,25.3842686,29.701,649.0,0.0,5747.0,0.94,0.96
Kepler-1382 b,1.88,4.19,0.14023,16.3583055,198.471,959.0,0.0,6161.0,1.72,1.36
Kepler-1383 b,1.41,2.57,0.11397,13.9093583,231.396,928.0,0.0,6370.0,1.44,1.26
Kepler-1384 b,1.94,4.42,0.1126,15.36262753,32.23,608.0,0.0,4919.0,0.74,0.78
Kepler-1385 b,0.85,0.543,0.04262,2.88879862,1591.477,1423.0,0.0,5732.0,1.29,1.15
Kepler-1386 b,1.24,2.07,0.068,6.73972381,196.533,1011.0,0.0,5733.0,1.03,1.02
Kepler-1387 b,0.93,0.749,0.031,2.279526656,300.312,1123.0,0.0,5046.0,0.77,0.82
Kepler-1388 b,2.59,7.22,0.0882,12.2854603,17.674,434.0,0.0,4098.0,0.61,0.63
Kepler-1388 c,2.26,5.73,0.0519,5.53608151,51.044,566.0,0.0,4098.0,0.61,0.63
Kepler-1388 d,2.86,8.55,0.126,20.9568158,8.66,363.0,0.0,4098.0,0.61,0.63
Kepler-1388 e,2.46,6.62,0.1861,37.6327084,3.97,299.0,0.0,4098.0,0.61,0.63
Kepler-1389 b,1.77,3.78,0.38249,99.2530951,1.871,300.0,0.0,5078.0,0.74,0.81
Kepler-139 b,2.94,7.0,0.127,15.771044,64.78,752.0,0.0,5594.0,1.3,1.078
Kepler-139 c,3.38,13.0,0.586,157.072878,3.023,350.0,0.0,5594.0,1.3,1.078
Kepler-139 d,1.695,2.0,0.0755533961,7.305699922,172.3,972.0,0.0,5622.0,1.045,1.078
Kepler-1390 b,1.18,1.76,0.0662,6.48021673,171.133,934.0,0.0,5753.0,0.98,0.98
Kepler-1391 b,1.68,3.46,0.30045,54.4092333,33.335,513.0,0.0,5840.0,1.1,1.03
Kepler-1392 b,1.96,4.5,0.1189,15.1410397,61.42,714.0,0.0,5479.0,0.85,0.88
Kepler-1393 b,0.8,0.437,0.0337,2.44357812,574.37,1249.0,0.0,5697.0,0.92,0.95
Kepler-1394 b,1.39,2.51,0.05474,3.93766373,2023.005,1947.0,0.0,6481.0,2.55,1.64
Kepler-1395 b,0.8,0.437,0.04974,3.78470649,730.531,1311.0,0.0,6138.0,1.23,1.17
Kepler-1396 b,2.07,4.94,0.1406,18.2206421,71.816,786.0,0.0,6195.0,1.27,1.18
Kepler-1397 b,1.72,3.61,0.25861,47.449955,58.103,551.0,0.0,6026.0,1.12,1.09
Kepler-1398 b,0.9,0.666,0.03909,2.78815679,1249.488,1510.0,0.0,6126.0,1.18,1.13
Kepler-1398 c,1.03,1.08,0.05087,4.13827595,738.183,1324.0,0.0,6126.0,1.18,1.13
Kepler-1399 b,1.25,2.1,0.0276,1.638653058,1707.252,1610.0,0.0,5735.0,0.96,0.97
Kepler-14 b,12.733,2669.66,0.0771,6.790123,1029.51,1605.0,0.035,6395.0,2.048,1.512
Kepler-140 b,1.61,3.22,0.045,3.25427,848.695,1301.0,0.0,6077.0,1.288,1.044
Kepler-140 c,1.8,3.89,0.414,91.353282,9.957,428.0,0.0,6077.0,1.288,1.044
Kepler-1400 b,1.62,3.26,0.0771,9.06689421,44.517,725.0,0.0,5044.0,0.78,0.83
Kepler-1401 b,1.68,3.46,0.0975,11.20066445,100.91,808.0,0.0,5964.0,1.1,1.07
Kepler-1402 b,0.76,0.363,0.0322,2.03387914,2491.119,1789.0,0.0,5416.0,0.87,0.9
Kepler-1403 b,2.14,5.22,0.064,5.19492202,699.644,1238.0,0.0,6060.0,1.15,1.11
Kepler-1404 b,2.01,4.7,0.1143,15.9314739,39.001,596.0,0.0,5261.0,0.8,0.84
Kepler-1405 b,3.96,14.9,0.1778,28.2274184,33.802,565.0,0.0,5925.0,1.07,1.05
Kepler-1406 b,1.1,1.37,0.0987,11.62905828,125.89,854.0,0.0,5892.0,1.12,1.05
Kepler-1407 b,2.25,5.69,0.1502,20.0711504,78.667,826.0,0.0,6010.0,1.15,1.1
Kepler-1408 b,0.89,0.64,0.04218,2.99793191,1982.268,1616.0,0.0,6170.0,1.35,1.21
Kepler-1409 b,1.04,1.12,0.01553,0.764864926,1552.133,1733.0,0.0,5160.0,0.79,0.83
Kepler-141 b,0.69,0.257,0.039,3.107675,228.663,968.0,0.0,4910.0,0.787,0.878
Kepler-141 c,1.41,2.57,0.067,7.010606,77.412,738.0,0.0,4910.0,0.787,0.878
Kepler-1410 b,1.78,3.82,0.2543,60.866168,1.06,290.0,0.0,4092.0,0.6,0.63
Kepler-1411 b,2.82,8.35,0.4001,86.1150888,8.927,441.0,0.0,5664.0,0.92,0.95
Kepler-1412 b,0.83,0.498,0.04608,3.6146051,1087.781,1397.0,0.0,5880.0,1.27,1.06
Kepler-1413 b,1.82,3.97,0.1066,13.1829642,42.825,661.0,0.0,5196.0,0.8,0.84
Kepler-1414 b,1.23,2.04,0.0426,3.51576315,209.464,1033.0,0.0,4951.0,0.75,0.8
Kepler-1415 b,1.29,2.21,0.01416,0.63642408,2138.079,1846.0,0.0,5267.0,0.84,0.89
Kepler-1416 b,0.88,0.615,0.0257,1.49514952,2658.55,1870.0,0.0,6019.0,1.15,1.09
Kepler-1417 b,1.0,0.972,0.14062,20.3505213,114.332,695.0,0.0,5839.0,1.02,1.02
Kepler-1418 b,1.66,3.39,0.131,22.4764425,7.29,419.0,0.0,4770.0,0.72,0.77
Kepler-1419 b,2.86,8.55,0.2391,42.5215895,21.243,510.0,0.0,5796.0,1.01,1.01
Kepler-142 b,1.99,4.62,0.032,2.024152,1247.908,1597.0,0.0,5790.0,1.269,0.978
Kepler-142 c,2.86,8.55,0.057,4.761702,399.444,1201.0,0.0,5790.0,1.269,0.978
Kepler-142 d,2.16,5.31,0.242,41.809118,22.072,582.0,0.0,5790.0,1.269,0.978
Kepler-1420 b,1.28,2.18,0.0671,6.69960006,131.526,806.0,0.0,5187.0,0.79,0.82
Kepler-1421 b,0.93,0.749,0.07576,6.9131112,649.151,1209.0,0.0,6335.0,1.42,1.25
Kepler-1422 b,2.02,4.74,0.1499,18.6051942,156.9,833.0,0.0,6194.0,1.23,1.15
Kepler-1423 b,1.06,1.2,0.1586,23.955378,71.16,741.0,0.0,4939.0,0.75,0.79
Kepler-1424 b,1.16,1.65,0.19068,29.6091744,58.6,629.0,0.0,5838.0,1.07,1.02
Kepler-1425 b,0.94,0.779,0.11435,14.4541302,216.405,676.0,0.0,5718.0,0.95,0.97
Kepler-1426 b,1.56,3.05,0.1187,14.2563227,95.22,797.0,0.0,5831.0,1.02,1.02
Kepler-1427 b,1.1,1.37,0.0197,0.968972376,2730.51,1844.0,0.0,5793.0,1.01,1.01
Kepler-1428 b,1.64,3.33,0.11051,10.67607169,817.579,1049.0,0.0,6184.0,1.36,1.28
Kepler-1429 b,1.29,2.21,0.055,4.48487493,551.156,1199.0,0.0,5902.0,1.07,1.05
Kepler-143 b,2.41,6.39,0.127,16.007583,118.334,838.0,0.0,5848.0,1.359,0.982
Kepler-143 c,3.37,11.3,0.181,27.082511,58.7,703.0,0.0,5848.0,1.359,0.982
Kepler-1430 b,1.18,1.76,0.0304,2.46050993,208.54,969.0,0.0,4796.0,0.72,0.77
Kepler-1431 b,1.47,2.76,0.0648,5.86601526,469.819,1064.0,0.0,5806.0,1.03,1.03
Kepler-1432 b,2.22,5.56,0.1696,23.9109011,119.237,709.0,0.0,6031.0,1.13,1.09
Kepler-1433 b,1.56,3.05,0.0516,4.13592271,535.42,1226.0,0.0,6097.0,1.19,1.14
Kepler-1434 b,1.11,1.41,0.0917,8.05333618,925.289,1320.0,0.0,6291.0,2.04,1.47
Kepler-1435 b,0.86,0.566,0.05456,4.45343281,893.886,1331.0,0.0,6356.0,1.32,1.21
Kepler-1436 b,1.31,2.27,0.0907,9.705716,772.079,1001.0,0.0,5972.0,1.09,1.06
Kepler-1437 b,1.37,2.45,0.0951,10.9295461,83.14,770.0,0.0,5557.0,0.9,0.93
Kepler-1438 b,0.94,0.779,0.0346,2.31942009,561.12,1490.0,0.0,5530.0,0.96,0.97
Kepler-1439 b,1.46,2.73,0.0594,8.07392849,9.081,420.0,0.0,3578.0,0.43,0.46
Kepler-144 b,1.33,2.33,0.066,5.885273,426.719,1253.0,0.0,6075.0,1.235,1.154
Kepler-144 c,1.35,2.39,0.094,10.104665,207.247,1046.0,0.0,6075.0,1.235,1.154
Kepler-1440 b,1.26,2.13,0.23431,39.859484,44.728,597.0,0.0,5698.0,0.96,0.98
Kepler-1441 b,1.31,2.27,0.2346,39.4419839,33.046,682.0,0.0,5802.0,1.0,1.0
Kepler-1442 b,3.93,14.7,0.40814,81.4162941,25.972,522.0,0.0,6394.0,1.44,1.34
Kepler-1443 b,0.97,0.871,0.03783,2.41811321,2809.165,1602.0,0.0,6289.0,1.27,1.19
Kepler-1444 b,2.18,5.39,0.20906,33.42035034,25.942,581.0,0.0,5810.0,1.05,1.03
Kepler-1445 b,0.96,0.84,0.09587,10.60052251,248.548,987.0,0.0,6150.0,1.26,1.13
Kepler-1446 b,0.82,0.477,0.01405,0.689967832,1213.333,1539.0,0.0,4865.0,0.75,0.81
Kepler-1447 b,2.9,8.75,0.2836,56.6747285,10.349,522.0,0.0,5722.0,0.95,0.97
Kepler-1448 b,1.61,3.22,0.1058,12.27065865,86.645,811.0,0.0,5774.0,0.93,0.95
Kepler-1449 b,1.68,3.46,0.1176,13.2274528,271.885,867.0,0.0,5979.0,1.1,1.08
Kepler-145 b,2.65,37.1,0.17308,22.951,154.705,873.0,0.43,6022.0,1.85,1.32
Kepler-145 c,4.32,79.4,0.26244,42.882,67.193,709.0,0.11,6022.0,1.85,1.32
Kepler-1450 b,1.71,3.57,0.2401,54.5094166,3.078,308.0,0.0,4524.0,0.68,0.71
Kepler-1451 b,3.35,11.2,0.2101,35.622233,18.751,523.0,0.0,5782.0,0.99,1.0
Kepler-1452 b,2.7,7.75,0.25764,42.913751,73.501,810.0,0.0,6101.0,2.06,1.41
Kepler-1453 b,2.67,7.61,0.262,47.1611696,11.889,503.0,0.0,5665.0,0.94,0.97
Kepler-1454 b,1.88,4.19,0.2447,47.0319479,9.08,492.0,0.0,5448.0,0.86,0.9
Kepler-1455 b,2.16,5.31,0.2149,49.276764,1.533,298.0,0.0,4075.0,0.6,0.62
Kepler-1456 b,1.14,1.55,0.1132,18.1373829,8.234,433.0,0.0,4231.0,0.62,0.64
Kepler-1457 b,1.99,4.62,0.26391,51.1110243,23.468,478.0,0.0,5866.0,1.01,1.01
Kepler-1458 b,2.76,8.05,0.24869,47.9872764,8.293,493.0,0.0,5653.0,0.94,0.96
Kepler-1459 b,1.36,2.42,0.2829,62.8691611,3.511,349.0,0.0,4828.0,0.74,0.78
Kepler-146 b,3.71,13.3,0.2,31.158799,32.89,639.0,0.0,5948.0,1.208,1.079
Kepler-146 c,3.13,9.96,0.364,76.732171,9.887,473.0,0.0,5948.0,1.208,1.079
Kepler-1460 b,1.96,4.5,0.1614,29.9633247,5.469,391.0,0.0,4422.0,0.67,0.7
Kepler-1461 b,2.03,4.78,0.1715,29.3494775,8.88,451.0,0.0,4919.0,0.74,0.79
Kepler-1462 b,3.82,14.0,0.3094,65.6488341,4.704,390.0,0.0,5756.0,1.0,1.0
Kepler-1463 b,1.86,4.12,0.1694,25.15864,57.634,619.0,0.0,5679.0,0.95,0.96
Kepler-1464 b,1.66,3.39,0.20066,31.7785901,89.473,564.0,0.0,5828.0,1.01,1.02
Kepler-1464 c,1.0,0.972,0.06101,5.32786292,968.555,1023.0,0.0,5828.0,1.01,1.02
Kepler-1465 b,1.77,3.78,0.1939,31.8277111,6.246,668.0,0.0,4726.0,0.71,0.75
Kepler-1466 b,1.55,3.02,0.17981,31.1750448,21.875,585.0,0.0,5884.0,1.02,1.01
Kepler-1467 b,3.3,10.9,0.2388,47.0569043,7.917,411.0,0.0,5332.0,0.82,0.86
Kepler-1468 b,1.73,3.64,0.0817,8.23984869,481.352,1093.0,0.0,5893.0,1.05,1.04
Kepler-1468 c,1.15,1.6,0.0466,3.54553021,1479.567,1448.0,0.0,5893.0,1.05,1.04
Kepler-1468 d,3.33187146,11.1,0.1456,19.59059906,52.77,819.0,0.0,5794.0,1.496,1.072
Kepler-1469 b,2.8,8.25,0.1466,21.8635301,24.901,551.0,0.0,5507.0,0.89,0.92
Kepler-147 b,1.53,2.96,0.113,12.610584,224.61,953.0,0.0,6012.0,1.468,1.145
Kepler-147 c,2.43,6.48,0.216,33.416423,61.287,689.0,0.0,6012.0,1.468,1.145
Kepler-1470 b,1.07,1.24,0.116,16.2950903,23.918,574.0,0.0,4961.0,0.76,0.8
Kepler-1471 b,1.41,2.57,0.0453,3.63899398,314.233,1238.0,0.0,5660.0,0.93,0.95
Kepler-1471 c,1.88,4.19,0.0981,11.6044881,118.5,841.0,0.0,5533.0,1.166,0.934
Kepler-1472 b,1.9,4.27,0.2322,38.1312831,57.079,613.0,0.0,6159.0,1.25,1.16
Kepler-1473 b,1.19,1.81,0.11606,14.4273551,111.011,783.0,0.0,6046.0,1.09,1.09
Kepler-1474 b,2.16,5.31,0.2108,36.4333452,21.392,561.0,0.0,5870.0,1.04,1.04
Kepler-1475 b,2.92,8.85,0.373,82.177374,13.76,441.0,0.0,6214.0,1.28,1.18
Kepler-1476 b,1.67,3.43,0.0932,10.35863224,75.641,860.0,0.0,5663.0,0.96,0.98
Kepler-1477 b,1.18,1.76,0.0911,11.55530021,78.163,674.0,0.0,5100.0,0.78,0.81
Kepler-1478 b,1.73,3.64,0.1681,26.0840594,85.282,598.0,0.0,5904.0,1.06,1.04
Kepler-1479 b,1.83,4.01,0.11341,14.53261362,98.574,746.0,0.0,5796.0,0.98,0.99
Kepler-148 b,1.8,3.89,0.028,1.729366,609.017,1284.0,0.0,5272.0,0.851,0.86
Kepler-148 c,3.6,12.6,0.05,4.180043,187.197,957.0,0.0,5272.0,0.851,0.86
Kepler-148 d,8.68,56.3,0.2607,51.84688575,6.532,413.0,0.0,5172.0,0.81,0.86
Kepler-1480 b,1.67,3.43,0.1525,22.12679948,16.317,721.0,0.0,5156.0,0.81,0.85
Kepler-1481 b,1.23,2.04,0.059,5.94220998,71.94,797.0,0.0,4908.0,0.75,0.8
Kepler-1482 b,1.01,1.01,0.09968,12.25383217,86.499,678.0,0.0,5381.0,0.84,0.88
Kepler-1483 b,1.52,2.92,0.0958,9.5085156,265.018,1131.0,0.0,6337.0,1.4,1.25
Kepler-1484 b,2.11,5.1,0.1939,30.4549136,35.92,624.0,0.0,5730.0,0.92,0.94
Kepler-1485 b,1.47,2.76,0.14732,19.9157725,85.176,728.0,0.0,6087.0,1.12,1.11
Kepler-1486 b,2.32,5.99,0.2846,54.6495759,22.372,538.0,0.0,5965.0,1.12,1.08
Kepler-1487 b,2.13,5.18,0.0898,7.31946363,323.294,1682.0,0.0,6541.0,1.63,1.38
Kepler-1487 c,7.97,48.7,0.2588,35.8007112,227.68,991.0,0.0,5745.0,3.955,1.801
Kepler-1488 b,1.86,4.12,0.24153,39.8189932,73.335,650.0,0.0,5820.0,1.31,1.05
Kepler-1488 c,1.65156749,3.37,0.06959,6.158269882,760.6,1212.0,0.0,5710.0,1.524,1.003
Kepler-1489 b,1.77,3.78,0.3679,82.294751,11.893,400.0,0.0,5655.0,0.9,0.93
Kepler-149 b,4.21,16.5,0.184,29.198943,23.64,540.0,0.0,5381.0,0.953,1.013
Kepler-149 c,1.61,3.22,0.281,55.328328,10.084,436.0,0.0,5381.0,0.953,1.013
Kepler-149 d,3.96,14.9,0.571,160.018032,2.446,306.0,0.0,5381.0,0.953,1.013
Kepler-1490 b,3.04,9.48,0.3729,92.4362973,3.788,348.0,0.0,5515.0,0.87,0.9
Kepler-1491 b,1.51,2.89,0.127,16.5861762,138.108,821.0,0.0,5728.0,0.99,1.0
Kepler-1491 c,2.44,6.53,0.3045,61.569765,18.66,530.0,0.0,5626.0,1.389,0.991
Kepler-1492 b,1.49,2.83,0.1262,16.75255007,11.523,801.0,0.0,4712.0,0.72,0.77
Kepler-1493 b,1.41,2.57,0.1197,15.0217983,137.91,874.0,0.0,5863.0,1.29,1.06
Kepler-1494 b,3.07,9.64,0.3982,91.080482,9.113,415.0,0.0,5659.0,0.94,0.96
Kepler-1495 b,2.94,8.96,0.3677,85.273256,9.1,443.0,0.0,5831.0,1.04,1.03
Kepler-1496 b,2.22,5.56,0.3211,64.6588017,18.383,535.0,0.0,6182.0,1.27,1.18
Kepler-1497 b,1.66,3.39,0.0817,8.74199772,172.38,924.0,0.0,5675.0,0.95,0.96
Kepler-1498 b,1.33,2.33,0.2528,48.051405,9.86,564.0,0.0,5256.0,0.81,0.86
Kepler-1499 b,1.19,1.81,0.23225,44.2008,7.371,409.0,0.0,5097.0,0.78,0.82
Kepler-15 b,10.76,209.76,0.05714,4.942782,430.677,1251.0,0.06,5515.0,0.992,1.018
Kepler-150 b,1.25,2.1,0.044,3.428054,367.262,1131.0,0.0,5560.0,0.939,0.956
Kepler-150 c,3.69,13.2,0.073,7.381998,132.091,876.0,0.0,5560.0,0.939,0.956
Kepler-150 d,2.79,8.2,0.104,12.56093,65.142,734.0,0.0,5560.0,0.939,0.956
Kepler-150 e,3.12,9.91,0.189,30.826557,19.671,544.0,0.0,5560.0,0.939,0.956
Kepler-1500 b,1.2,1.87,0.1236,15.0330105,131.818,928.0,0.0,5845.0,1.0,1.0
Kepler-1501 b,1.56,3.05,0.11592,14.5564533,100.001,787.0,0.0,6229.0,1.3,1.2
Kepler-1502 b,3.18,10.2,0.2482,41.7083629,77.324,608.0,0.0,6666.0,1.72,1.44
Kepler-1503 b,2.27,5.77,0.3771,96.16987,5.636,321.0,0.0,5069.0,0.74,0.77
Kepler-1504 b,2.13,5.18,0.3704,82.304003,25.17,485.0,0.0,5393.0,0.81,0.85
Kepler-1505 b,0.93,0.749,0.18298,30.8609366,36.121,525.0,0.0,5686.0,0.86,0.93
Kepler-1506 b,1.32,2.3,0.1168,14.0329154,235.807,783.0,0.0,5676.0,0.93,0.95
Kepler-1507 b,0.84,0.52,0.11946,16.0506213,30.476,630.0,0.0,5410.0,0.85,0.89
Kepler-1508 b,1.33,2.33,0.1629,20.7056504,116.145,967.0,0.0,6158.0,1.22,1.14
Kepler-1509 b,1.85,4.08,0.1707,25.4338197,83.081,667.0,0.0,5780.0,0.99,1.0
Kepler-151 b,3.06,9.59,0.116,15.228958,40.728,639.0,0.0,5460.0,0.83,0.87
Kepler-151 c,2.09,5.02,0.16,24.674612,21.407,544.0,0.0,5460.0,0.83,0.87
Kepler-1510 b,3.36,11.2,0.4089,84.703921,14.036,537.0,0.0,6200.0,1.28,1.19
Kepler-1511 b,1.68,3.46,0.1753,23.2382792,228.219,903.0,0.0,6064.0,1.29,1.17
Kepler-1512 b,1.18,1.76,0.13693,20.35972599,1.6,322.0,0.0,4372.0,0.67,0.73
Kepler-1513 b,8.594,48.30991786,0.56971,160.8842,2.23,346.0,0.306,5491.0,0.95,0.943
Kepler-1514 b,12.419572,1678.1424,0.753,217.83184,3.23,387.9,0.401,6145.0,1.289,1.196
Kepler-1514 c,1.1758241,1.74,0.0997,10.514181,193.0,1066.0,0.32,6145.0,1.289,1.196
Kepler-1515 b,9.55,66.2,0.75235,214.3114164,6.017,380.0,0.0,6511.0,1.41,1.3
Kepler-1516 b,1.75,3.71,0.0718,7.25931979,615.253,967.0,0.0,5904.0,1.07,1.04
Kepler-1517 b,9.76,68.7,0.078,5.546083665,1526.983,2336.0,0.0,7010.0,1.95,1.58
Kepler-1518 b,3.05,9.53,0.0593,5.11177904,1079.458,1351.0,0.0,6846.0,1.88,1.54
Kepler-1518 c,2.9,8.75,0.0905,9.6310258,338.33,1094.0,0.0,6432.0,1.345,1.06
Kepler-1519 b,7.06,39.6,0.7655,240.7989397,3.944,342.0,0.0,5644.0,0.91,0.94
Kepler-152 b,2.79,8.2,0.124,18.207973,21.084,551.0,0.0,5088.0,0.724,0.779
Kepler-152 c,2.39,6.3,0.356,88.255055,2.57,326.0,0.0,5088.0,0.724,0.779
Kepler-1520 b,5.77,28.1,0.0129,0.653553572,1134.386,1437.0,0.0,4677.0,0.71,0.76
Kepler-1521 b,2.5,6.8,0.23476,47.14840805,5.122,391.0,0.0,5042.0,0.76,0.81
Kepler-1522 b,1.73,3.64,0.0288,1.847889171,1513.457,1374.0,0.0,5706.0,0.93,0.96
Kepler-1523 b,1.58,3.12,0.01867,0.93875077,2218.145,1676.0,0.0,5708.0,0.96,0.97
Kepler-1524 b,3.54,12.3,0.3392,70.9674603,8.443,438.0,0.0,6179.0,1.25,1.17
Kepler-1525 b,0.91,0.693,0.03557,2.416601183,715.106,1343.0,0.0,5748.0,1.04,1.07
Kepler-1526 b,2.43,6.48,0.0418,3.908632005,99.097,787.0,0.0,4601.0,0.69,0.73
Kepler-1527 b,4.77,20.4,0.6276,160.129918,7.813,450.0,0.0,6224.0,1.32,1.21
Kepler-1528 b,1.46,2.73,0.0296,1.791110205,1106.851,1549.0,0.0,5857.0,1.03,1.03
Kepler-1529 b,2.1,5.06,0.0525,5.33905686,115.765,817.0,0.0,5048.0,0.77,0.81
Kepler-153 b,2.92,8.85,0.129,18.870227,21.609,621.0,0.0,5404.0,0.892,0.756
Kepler-153 c,2.53,6.94,0.237,46.90232,6.422,458.0,0.0,5404.0,0.892,0.756
Kepler-1530 b,1.64,3.33,0.03553,2.5904434,353.561,1484.0,0.0,5477.0,0.88,0.92
Kepler-1530 c,1.65,3.36,0.05744,5.3227406,135.179,1167.0,0.0,5477.0,0.88,0.92
Kepler-1530 d,3.27870115,10.8,0.08276,9.20761013,69.2,972.0,0.0,5678.0,1.303,1.015
Kepler-1531 b,1.11,1.41,0.02204,1.138543376,4457.2,2537.0,0.0,6260.0,1.27,1.16
Kepler-1532 b,1.35,2.39,0.0206,1.093663559,1705.762,1681.0,0.0,5559.0,0.88,0.91
Kepler-1533 b,3.46,11.8,0.93416,308.5471,4.786,330.0,0.0,6431.0,1.51,1.31
Kepler-1534 b,1.89,4.23,0.0599,5.71668872,196.51,955.0,0.0,5442.0,0.86,0.9
Kepler-1535 b,2.55,7.04,0.5329,138.9442,5.384,384.0,0.0,6021.0,1.11,1.08
Kepler-1536 b,3.14,10.0,0.8507,364.758031,0.193,166.0,0.0,4434.0,0.67,0.71
Kepler-1537 b,1.18,1.76,0.0245,1.444453798,713.168,1800.0,0.0,5079.0,0.77,0.81
Kepler-1538 b,2.82,8.35,0.6095,175.138819,1.989,346.0,0.0,5837.0,1.03,1.03
Kepler-1539 b,2.7,7.75,0.4765,133.3036741,1.572,301.0,0.0,5176.0,0.8,0.84
Kepler-154 b,2.26,5.73,0.198,33.040532,28.11,561.0,0.0,5690.0,1.001,0.933
Kepler-154 c,2.95,9.01,0.303,62.303276,12.071,454.0,0.0,5690.0,1.001,0.933
Kepler-154 d,3.84,14.1,0.14354,20.54981883,53.002,657.0,0.0,5769.0,0.98,0.98
Kepler-154 e,1.5,2.86,0.04766,3.93276465,480.405,1140.0,0.0,5769.0,0.98,0.98
Kepler-154 f,1.5,2.86,0.08832,9.91935684,139.884,838.0,0.0,5769.0,0.98,0.98
Kepler-1540 b,2.49,6.76,0.4426,125.4131177,0.849,266.0,0.0,4540.0,0.69,0.74
Kepler-1541 b,1.16,1.65,0.07555,8.40691199,75.56,1048.0,0.0,5282.0,0.81,0.86
Kepler-1542 b,0.76,0.363,0.04765,3.95116882,518.437,1160.0,0.0,5564.0,0.99,0.94
Kepler-1542 c,0.65,0.208,0.0387,2.89223021,786.082,1287.0,0.0,5564.0,0.99,0.94
Kepler-1542 d,0.87,0.59,0.0629,5.99273738,297.806,1010.0,0.0,5564.0,0.99,0.94
Kepler-1542 e,0.76,0.363,0.05649,5.10115756,369.999,1065.0,0.0,5564.0,0.99,0.94
Kepler-1543 b,2.71,7.8,0.0867,6.96710269,375.651,1774.0,0.0,6561.0,1.65,1.39
Kepler-1544 b,1.78,3.82,0.54465,168.811174,0.833,269.0,0.0,4886.0,0.74,0.81
Kepler-1545 b,2.7,7.75,0.5442,163.692349,1.408,274.0,0.0,5201.0,0.8,0.84
Kepler-1546 b,3.13,9.96,0.1366,19.5974971,36.302,671.0,0.0,5623.0,0.93,0.95
Kepler-1547 b,0.9,0.666,0.01556,0.692979676,5760.944,3186.0,0.0,6078.0,1.18,1.12
Kepler-1548 b,2.64,7.46,0.4679,124.828679,1.933,350.0,0.0,5706.0,0.97,0.99
Kepler-1549 b,2.57,7.13,0.6687,214.886545,1.184,286.0,0.0,5324.0,0.84,0.88
Kepler-155 b,2.09,5.02,0.056,5.931194,23.5,614.0,0.0,4508.0,0.62,0.635
Kepler-155 c,2.24,5.65,0.242,52.661793,1.28,286.0,0.0,4508.0,0.62,0.635
Kepler-1550 b,3.02,9.38,0.7681,225.582809,2.305,348.0,0.0,5991.0,1.11,1.07
Kepler-1551 b,2.66,7.56,0.1772,24.4973698,60.421,722.0,0.0,6136.0,1.22,1.14
Kepler-1552 b,2.47,6.66,0.6011,184.771853,1.854,268.0,0.0,5202.0,0.78,0.85
Kepler-1553 b,1.15,1.6,0.0481,4.24261881,166.106,926.0,0.0,5288.0,0.81,0.85
